(-4.419009, 0.017774, 'Accepted'),
(4.020273, 0.821246, 'Rejected'),
(-3.918478, 0.820841, 'Rejected'),
(0.095313, 0.940074, 'Accepted'),
(3.185228, 0.412667, 'Accepted'),
(6.254452, 0.423165, 'Rejected'),
(7.348663, 0.580957, 'Rejected'),
(0.755449, 0.158058, 'Accepted'),
(-5.782009, 0.761731, 'Rejected'),
(-5.611296, 0.230156, 'Rejected'),
(-3.879868, 0.809735, 'Rejected'),
(5.451476, 0.988522, 'Rejected'),
(-3.931485, 0.332448, 'Accepted'),
(5.028557, 0.299832, 'Rejected'),
(-4.103600, 0.013539, 'Accepted'),
(6.868218, 0.217238, 'Rejected'),
(-2.400260, 0.907365, 'Rejected'),
(-4.854476, 0.848468, 'Rejected'),
(-3.982658, 0.955018, 'Rejected'),
(1.856715, 0.778898, 'Accepted'),
(-0.427379, 0.987460, 'Rejected'),
(-2.373448, 0.067595, 'Accepted'),
(5.293258, 0.793598, 'Rejected'),
(1.364225, 0.594504, 'Accepted'),
(0.795578, 0.732799, 'Accepted'),
(6.675099, 0.695233, 'Rejected'),
(-3.426576, 0.679820, 'Rejected'),
(4.115204, 0.392320, 'Rejected'),
(4.059665, 0.561557, 'Rejected'),
(-1.912866, 0.208068, 'Accepted'),
(1.085146, 0.527371, 'Accepted'),
(-6.786331, 0.404209, 'Rejected'),
(-7.136798, 0.352762, 'Rejected'),
(0.492761, 0.592824, 'Accepted'),
(4.466676, 0.356345, 'Rejected'),
(6.944171, 0.964966, 'Rejected'),
(-5.921501, 0.154438, 'Rejected'),
(1.101179, 0.394908, 'Accepted'),
(-0.489750, 0.387296, 'Accepted'),
(-7.809567, 0.726955, 'Rejected'),
(-2.606038, 0.388570, 'Accepted'),
(-5.405083, 0.927493, 'Rejected'),
(4.708553, 0.436118, 'Rejected'),
(-3.020559, 0.862678, 'Rejected'),
(0.456530, 0.620360, 'Accepted'),
(-5.349620, 0.119547, 'Accepted'),
(1.631711, 0.471957, 'Accepted'),
(-3.792459, 0.340220, 'Accepted'),
(2.465266, 0.529842, 'Accepted'),
(3.027432, 0.716101, 'Rejected'),
(3.970425, 0.988379, 'Rejected'),
(-0.791334, 0.720493, 'Accepted'),
(-6.658858, 0.912577, 'Rejected'),
(-4.336369, 0.505499, 'Rejected'),
(6.613398, 0.558269, 'Rejected'),
(-5.561952, 0.503190, 'Rejected'),
(5.213072, 0.462474, 'Rejected'),
(0.613479, 0.546592, 'Accepted'),
(7.938155, 0.447584, 'Rejected'),
(-6.749192, 0.854451, 'Rejected'),
(-0.917148, 0.604231, 'Accepted'),
(-6.293556, 0.498544, 'Rejected'),
(7.390369, 0.979926, 'Rejected'),
(-7.925852, 0.034317, 'Rejected'),
(4.398567, 0.977002, 'Rejected'),
(5.076852, 0.363186, 'Rejected'),
(5.899115, 0.679520, 'Rejected'),
(-6.649026, 0.346233, 'Rejected'),
(-1.603478, 0.855875, 'Rejected'),
(-3.842073, 0.045060, 'Accepted'),
(4.801096, 0.660119, 'Rejected'),
(-1.097379, 0.749941, 'Accepted'),
(6.570362, 0.132996, 'Rejected'),
(-5.090448, 0.982361, 'Rejected'),
(-3.779153, 0.095355, 'Accepted'),
(-5.671376, 0.282673, 'Rejected'),
(-5.822903, 0.802111, 'Rejected'),
(5.908675, 0.077557, 'Accepted'),
(1.275273, 0.627384, 'Accepted'),
(0.797763, 0.008094, 'Accepted'),
(-5.680723, 0.680287, 'Rejected'),
(5.648498, 0.533933, 'Rejected'),
(1.952882, 0.438667, 'Accepted'),
(-2.384762, 0.199551, 'Accepted'),
(0.211993, 0.138001, 'Accepted'),
(-1.571071, 0.382333, 'Accepted'),
(-6.784533, 0.762421, 'Rejected'),
(-4.161342, 0.040471, 'Accepted'),
(-6.026897, 0.252956, 'Rejected'),
(-5.057475, 0.504771, 'Rejected'),
(-4.160760, 0.822605, 'Rejected'),
(-1.323727, 0.981723, 'Rejected'),
(-7.205529, 0.823455, 'Rejected'),
(6.443458, 0.301827, 'Rejected'),
(7.116595, 0.047944, 'Accepted'),
(-0.146174, 0.247848, 'Accepted'),
(-0.171958, 0.544056, 'Accepted'),
(-2.596489, 0.887726, 'Rejected'),
(6.400862, 0.343840, 'Rejected'),
(-2.092051, 0.033269, 'Accepted'),
(-6.220756, 0.162872, 'Rejected'),
(4.484033, 0.877364, 'Rejected'),
(-1.764179, 0.210302, 'Accepted'),
(-4.132939, 0.272753, 'Accepted'),
(-1.537406, 0.492442, 'Accepted'),
(-6.456728, 0.223420, 'Rejected'),
(-5.888427, 0.490301, 'Rejected'),
(7.072809, 0.954943, 'Rejected'),
(7.298153, 0.651969, 'Rejected'),
(1.203338, 0.757504, 'Accepted'),
(-7.043527, 0.435246, 'Rejected'),
(-4.243521, 0.552881, 'Rejected'),
(-2.349463, 0.053153, 'Accepted'),
(5.139105, 0.322511, 'Rejected'),
(-7.753545, 0.404981, 'Rejected'),
(-7.311619, 0.908434, 'Rejected'),
(-5.296160, 0.809137, 'Rejected'),
(2.385848, 0.258296, 'Accepted'),
(3.707558, 0.129847, 'Accepted'),
(2.363935, 0.493327, 'Accepted'),
(-0.785221, 0.378500, 'Accepted'),
(0.752142, 0.718470, 'Accepted'),
(-3.258867, 0.287805, 'Accepted'),
(3.915085, 0.623436, 'Rejected'),
(-4.976720, 0.811874, 'Rejected'),
(2.988407, 0.312508, 'Accepted'),
(-5.063822, 0.385711, 'Rejected'),
(-2.104246, 0.343930, 'Accepted'),
(2.009897, 0.815769, 'Rejected'),
(4.483639, 0.669285, 'Rejected'),
(-6.701988, 0.379419, 'Rejected'),
(6.870176, 0.458497, 'Rejected'),
(4.411403, 0.303614, 'Accepted'),
(-0.211334, 0.910565, 'Accepted'),
(-1.026263, 0.488618, 'Accepted'),
(-0.851460, 0.755790, 'Accepted'),
(-3.098408, 0.108062, 'Accepted'),
(0.136139, 0.393590, 'Accepted'),
(0.172345, 0.870187, 'Accepted'),
(5.082043, 0.360861, 'Rejected'),
(4.717303, 0.917118, 'Rejected'),
(2.309090, 0.543806, 'Accepted'),
(-1.942250, 0.140144, 'Accepted'),
(4.985287, 0.199873, 'Accepted'),
(0.525209, 0.948925, 'Accepted'),
(-2.388366, 0.990110, 'Rejected'),
(7.024025, 0.240076, 'Rejected'),
(6.015085, 0.016521, 'Accepted'),
(0.802501, 0.388615, 'Accepted'),
(1.959601, 0.779689, 'Accepted'),
(1.392715, 0.476638, 'Accepted'),
(-4.676123, 0.540138, 'Rejected'),
(-3.180059, 0.018451, 'Accepted'),
(-0.465227, 0.900183, 'Accepted'),
(-4.312189, 0.194495, 'Accepted'),
(5.508941, 0.885998, 'Rejected'),
(-4.883771, 0.441223, 'Rejected'),
(-4.385251, 0.147829, 'Accepted'),
(-5.268671, 0.239502, 'Rejected'),
(-4.357371, 0.799653, 'Rejected'),
(-1.028821, 0.473015, 'Accepted'),
(-3.022363, 0.089823, 'Accepted'),
(6.774074, 0.644551, 'Rejected'),
(-1.116682, 0.633064, 'Accepted'),
(-5.042939, 0.584382, 'Rejected'),
(6.478095, 0.726654, 'Rejected'),
(7.675974, 0.354638, 'Rejected'),
(-0.978080, 0.680407, 'Accepted'),
(-6.222092, 0.707322, 'Rejected'),
(-3.870965, 0.162329, 'Accepted'),
(-1.460482, 0.133736, 'Accepted'),
(1.518337, 0.449556, 'Accepted'),
(-3.804612, 0.042054, 'Accepted'),
(1.645489, 0.797364, 'Accepted'),
(3.379452, 0.167556, 'Accepted'),
(-4.452052, 0.831214, 'Rejected'),
(-6.121318, 0.324964, 'Rejected'),
(-3.253186, 0.655780, 'Rejected'),
(-2.899547, 0.420190, 'Accepted'),
(-1.213332, 0.781909, 'Accepted'),
(0.125733, 0.113193, 'Accepted'),
(-6.631747, 0.993535, 'Rejected'),
(-3.800284, 0.181573, 'Accepted'),
(4.816234, 0.762931, 'Rejected'),
(-7.532476, 0.265921, 'Rejected'),
(6.861666, 0.244138, 'Rejected'),
(3.685294, 0.100738, 'Accepted'),
(-0.182256, 0.344328, 'Accepted'),
(1.256401, 0.281627, 'Accepted'),
(-4.203463, 0.968640, 'Rejected'),
(-0.658419, 0.213773, 'Accepted'),
(7.409417, 0.605928, 'Rejected'),
(0.748892, 0.226551, 'Accepted'),
(0.338173, 0.189906, 'Accepted'),
(-4.294490, 0.401571, 'Rejected'),
(-0.177636, 0.413291, 'Accepted'),
(1.984961, 0.170152, 'Accepted'),
(2.866169, 0.299052, 'Accepted'),
(-1.671757, 0.636469, 'Accepted'),
(-2.121014, 0.151574, 'Accepted'),
(7.807712, 0.769243, 'Rejected'),
(-7.396178, 0.883969, 'Rejected'),
(6.162688, 0.959222, 'Rejected'),
(6.612589, 0.018066, 'Accepted'),
(4.738942, 0.582846, 'Rejected'),
(-6.420604, 0.766854, 'Rejected'),
(-3.810061, 0.327798, 'Accepted'),
(-2.634290, 0.129066, 'Accepted'),
(2.875647, 0.291961, 'Accepted'),
(-5.815150, 0.847110, 'Rejected'),
(3.539640, 0.230764, 'Accepted'),
(-6.291810, 0.501974, 'Rejected'),
(2.460118, 0.001598, 'Accepted'),
(-0.093217, 0.012539, 'Accepted'),
(4.464828, 0.286587, 'Accepted'),
(3.440593, 0.098699, 'Accepted'),
(6.459529, 0.384755, 'Rejected'),
(6.254760, 0.355349, 'Rejected'),
(-2.653391, 0.719971, 'Rejected'),
(3.179933, 0.065445, 'Accepted'),
(-4.835043, 0.513859, 'Rejected'),
(-7.511345, 0.423978, 'Rejected'),
(3.905188, 0.689801, 'Rejected'),
(0.000359, 0.253943, 'Accepted'),
(-0.321246, 0.401520, 'Accepted'),
(6.475556, 0.264477, 'Rejected'),
(1.757866, 0.934251, 'Rejected'),
(1.882662, 0.472525, 'Accepted'),
(5.751077, 0.610916, 'Rejected'),
(4.887831, 0.488402, 'Rejected'),
(1.227544, 0.514520, 'Accepted'),
(-5.073240, 0.245019, 'Rejected'),
(-4.161088, 0.333005, 'Accepted'),
(6.184191, 0.502362, 'Rejected'),
(-7.541214, 0.596058, 'Rejected'),
(-0.161578, 0.310156, 'Accepted'),
(-5.313166, 0.962998, 'Rejected'),
(7.658890, 0.232400, 'Rejected'),
(3.403111, 0.746904, 'Rejected'),
(0.007546, 0.322533, 'Accepted'),
(-0.462586, 0.318232, 'Accepted'),
(-7.046098, 0.952472, 'Rejected'),
(2.911550, 0.534721, 'Accepted'),
(-7.321102, 0.871805, 'Rejected'),
(-6.856873, 0.934603, 'Rejected'),
(0.346397, 0.667114, 'Accepted'),
(-6.452320, 0.289689, 'Rejected'),
(5.090377, 0.065524, 'Accepted'),
(5.080754, 0.231889, 'Accepted'),
(3.559033, 0.704724, 'Rejected'),
(-5.602153, 0.195107, 'Rejected'),
(2.553684, 0.422218, 'Accepted'),
(0.297519, 0.936055, 'Accepted'),
(7.567593, 0.142217, 'Rejected'),
(2.383864, 0.643181, 'Accepted'),
(4.805289, 0.472732, 'Rejected'),
(-0.739237, 0.436933, 'Accepted'),
(-1.081736, 0.244320, 'Accepted'),
(5.205021, 0.505919, 'Rejected'),
(-6.664483, 0.906944, 'Rejected'),
(-5.869264, 0.076504, 'Accepted'),
(-5.225782, 0.713904, 'Rejected'),
(-1.744995, 0.617205, 'Accepted'),
(5.302076, 0.189084, 'Accepted'),
(4.853830, 0.396982, 'Rejected'),
(-7.032461, 0.277664, 'Rejected'),
(-1.611876, 0.858099, 'Rejected'),
(0.430013, 0.908937, 'Accepted'),
(-1.331209, 0.617279, 'Accepted'),
(2.509758, 0.180819, 'Accepted'),
(2.047574, 0.515024, 'Accepted'),
(-3.328255, 0.824632, 'Rejected'),
(-1.093581, 0.359324, 'Accepted'),
(-7.752206, 0.816117, 'Rejected'),
(7.745020, 0.293388, 'Rejected'),
(-5.325305, 0.172118, 'Accepted'),
(-6.300538, 0.492790, 'Rejected'),
(-2.041444, 0.195325, 'Accepted'),
(-4.830106, 0.864307, 'Rejected'),
(-0.164998, 0.204197, 'Accepted'),
(-2.568105, 0.616272, 'Accepted'),
(7.226087, 0.878051, 'Rejected'),
(6.725313, 0.392469, 'Rejected'),
(-7.157168, 0.946577, 'Rejected'),
(3.805730, 0.166698, 'Accepted'),
(-3.694089, 0.971877, 'Rejected'),
(-1.234630, 0.563965, 'Accepted'),
(0.765934, 0.598369, 'Accepted'),
(7.083792, 0.131222, 'Rejected'),
(-1.316094, 0.566777, 'Accepted'),
(7.728839, 0.554380, 'Rejected'),
(-3.176721, 0.310490, 'Accepted'),
(3.217580, 0.120649, 'Accepted'),
(2.661422, 0.737791, 'Rejected'),
(0.626023, 0.242724, 'Accepted'),
(3.169688, 0.822859, 'Rejected'),
(2.664447, 0.185476, 'Accepted'),
(-5.149881, 0.312677, 'Rejected'),
(-5.951770, 0.881725, 'Rejected'),
(7.985286, 0.674213, 'Rejected'),
(-5.262063, 0.739298, 'Rejected'),
(-7.478387, 0.062543, 'Rejected'),
(0.979197, 0.131562, 'Accepted'),
(6.109864, 0.089953, 'Accepted'),
(2.706805, 0.008314, 'Accepted'),
(-4.953068, 0.456510, 'Rejected'),
(-2.097335, 0.634303, 'Accepted'),
(-0.628385, 0.529763, 'Accepted'),
(7.706207, 0.497869, 'Rejected'),
(-5.497521, 0.335798, 'Rejected'),
(5.688365, 0.252823, 'Rejected'),
(2.316233, 0.233675, 'Accepted'),
(-1.979645, 0.173163, 'Accepted'),
(-4.945221, 0.595981, 'Rejected'),
(-1.147952, 0.726893, 'Accepted'),
(-0.287647, 0.877573, 'Accepted'),
(-6.070214, 0.707160, 'Rejected'),
(1.432120, 0.234766, 'Accepted'),
(-4.380997, 0.477996, 'Rejected'),
(-1.846094, 0.018212, 'Accepted'),
(1.327782, 0.747331, 'Accepted'),
(-3.971102, 0.654724, 'Rejected'),
(-3.352949, 0.078067, 'Accepted'),
(1.873454, 0.472769, 'Accepted'),
(-3.755506, 0.996475, 'Rejected'),
(5.190020, 0.532098, 'Rejected'),
(7.722614, 0.899436, 'Rejected'),
(3.683981, 0.772901, 'Rejected'),
(-2.497968, 0.203760, 'Accepted'),
(1.345109, 0.907109, 'Rejected'),
(-6.275696, 0.374813, 'Rejected'),
(6.500930, 0.848089, 'Rejected'),
(6.074460, 0.326699, 'Rejected'),
(5.084169, 0.326737, 'Rejected'),
(-3.828352, 0.659211, 'Rejected'),
(1.509700, 0.586765, 'Accepted'),
(-7.639798, 0.048983, 'Rejected'),
(-1.195851, 0.769966, 'Accepted'),
(-2.996498, 0.491752, 'Accepted'),
(-5.416244, 0.488184, 'Rejected'),
(-5.139741, 0.429127, 'Rejected'),
(-1.233829, 0.394728, 'Accepted'),
(-6.492331, 0.776454, 'Rejected'),
(1.576379, 0.974754, 'Rejected'),
(-0.465212, 0.748505, 'Accepted'),
(3.135189, 0.634502, 'Rejected'),
(3.198206, 0.072180, 'Accepted'),
(2.216492, 0.633363, 'Accepted'),
(-7.462339, 0.528921, 'Rejected'),
(-6.899102, 0.296168, 'Rejected'),
(-2.886404, 0.325328, 'Accepted'),
(0.493828, 0.631120, 'Accepted'),
(2.471131, 0.994505, 'Rejected'),
(-1.478093, 0.516048, 'Accepted'),
(5.119700, 0.724454, 'Rejected'),
(3.493743, 0.245575, 'Accepted'),
(7.498389, 0.332339, 'Rejected'),
(0.501343, 0.748609, 'Accepted'),
(-2.797669, 0.682966, 'Rejected'),
(-6.309933, 0.681271, 'Rejected'),
(1.775339, 0.078842, 'Accepted'),
(4.460836, 0.458936, 'Rejected'),
(-1.224753, 0.698147, 'Accepted'),
(-6.546827, 0.067885, 'Accepted'),
(-3.736456, 0.069140, 'Accepted'),
(-5.541493, 0.527043, 'Rejected'),
(-3.503915, 0.262049, 'Accepted'),
(-0.958638, 0.483375, 'Accepted'),
(0.434284, 0.130805, 'Accepted'),
(-0.681210, 0.094441, 'Accepted'),
(6.005946, 0.120382, 'Accepted'),
(0.288834, 0.969837, 'Accepted'),
(7.097962, 0.756282, 'Rejected'),
(2.203346, 0.268176, 'Accepted'),
(7.323103, 0.724906, 'Rejected'),
(-4.148687, 0.415763, 'Rejected'),
(2.817957, 0.474718, 'Accepted'),
(-3.374967, 0.055441, 'Accepted'),
(2.748931, 0.613744, 'Accepted'),
(3.122248, 0.490619, 'Accepted'),
(-6.912116, 0.904475, 'Rejected'),
(-3.923358, 0.935214, 'Rejected'),
(-4.415360, 0.918277, 'Rejected'),
(2.685324, 0.303825, 'Accepted'),
(5.510274, 0.790102, 'Rejected'),
(-2.488601, 0.226227, 'Accepted'),
(4.488315, 0.448952, 'Rejected'),
(2.805313, 0.510109, 'Accepted'),
(-7.892555, 0.230632, 'Rejected'),
(1.634728, 0.711881, 'Accepted'),
(-1.811661, 0.984453, 'Rejected'),
(6.655860, 0.655213, 'Rejected'),
(-7.981583, 0.272667, 'Rejected'),
(-0.600813, 0.469016, 'Accepted'),
(-1.210415, 0.003001, 'Accepted'),
(-0.625338, 0.446424, 'Accepted'),
(4.322556, 0.970944, 'Rejected'),
(-2.840451, 0.304664, 'Accepted'),
(4.555829, 0.215109, 'Accepted'),
(-0.458286, 0.247585, 'Accepted'),
(-7.427796, 0.806451, 'Rejected'),
(-5.186009, 0.486371, 'Rejected'),
(3.548129, 0.407502, 'Accepted'),
(-0.424224, 0.215629, 'Accepted'),
(-5.556461, 0.540252, 'Rejected'),
(-2.542006, 0.723024, 'Rejected'),
(1.718227, 0.283694, 'Accepted'),
(-4.932076, 0.542862, 'Rejected'),
(3.814829, 0.755925, 'Rejected'),
(-4.114406, 0.331977, 'Accepted'),
(6.678789, 0.801763, 'Rejected'),
(-3.695015, 0.857072, 'Rejected'),
(4.248000, 0.014892, 'Accepted'),
(-4.981408, 0.884943, 'Rejected'),
(-3.400029, 0.593087, 'Rejected'),
(-6.542185, 0.086217, 'Accepted'),
(1.219350, 0.924876, 'Rejected'),
(2.933812, 0.913720, 'Rejected'),
(0.745490, 0.980757, 'Rejected'),
(-1.188339, 0.900022, 'Accepted'),
(2.311084, 0.949715, 'Rejected'),
(2.361882, 0.934522, 'Rejected'),
(2.864268, 0.008324, 'Accepted'),
(2.172587, 0.777794, 'Rejected'),
(7.122786, 0.025959, 'Accepted'),
(-4.657041, 0.587877, 'Rejected'),
(3.348507, 0.649781, 'Rejected'),
(-4.220311, 0.328236, 'Accepted'),
(-6.089660, 0.111079, 'Accepted'),
(1.716863, 0.124273, 'Accepted'),
(-0.797797, 0.973915, 'Rejected'),
(-0.660392, 0.533229, 'Accepted'),
(2.591116, 0.662300, 'Accepted'),
(4.324568, 0.708258, 'Rejected'),
(-2.396512, 0.068739, 'Accepted'),
(2.592154, 0.205956, 'Accepted'),
(-1.341463, 0.433430, 'Accepted'),
(5.470866, 0.011193, 'Accepted'),
(5.326669, 0.069263, 'Accepted'),
(-3.896944, 0.343062, 'Accepted'),
(1.815372, 0.312230, 'Accepted'),
(1.315987, 0.992743, 'Rejected'),
(0.651829, 0.269064, 'Accepted'),
(5.919056, 0.857066, 'Rejected'),
(-3.763536, 0.355611, 'Accepted'),
(-2.910815, 0.746768, 'Rejected'),
(-6.092567, 0.844856, 'Rejected'),
(7.037272, 0.217139, 'Rejected'),
(2.328830, 0.964952, 'Rejected'),
(-0.328588, 0.712193, 'Accepted'),
(2.229071, 0.982668, 'Rejected'),
(0.715458, 0.759899, 'Accepted'),
(2.356984, 0.193260, 'Accepted'),
(0.702175, 0.352590, 'Accepted'),
(3.536746, 0.196300, 'Accepted'),
(0.359925, 0.832068, 'Accepted'),
(7.899274, 0.952595, 'Rejected'),
(-4.501174, 0.767370, 'Rejected'),
(-6.307228, 0.861969, 'Rejected'),
(-6.244841, 0.455664, 'Rejected'),
(-6.982538, 0.332684, 'Rejected'),
(-1.526720, 0.838260, 'Accepted'),
(-0.826033, 0.554309, 'Accepted'),
(-2.146941, 0.120866, 'Accepted'),
(4.216074, 0.212184, 'Accepted'),
(2.046342, 0.491239, 'Accepted'),
(4.351686, 0.409655, 'Rejected'),
(6.925657, 0.759511, 'Rejected'),
(7.563854, 0.357064, 'Rejected'),
(-4.927546, 0.771786, 'Rejected'),
(-5.778013, 0.981540, 'Rejected'),
(3.140261, 0.846162, 'Rejected'),
(-6.498880, 0.834622, 'Rejected'),
(0.406470, 0.367194, 'Accepted'),
(0.485508, 0.050626, 'Accepted'),
(5.778237, 0.975562, 'Rejected'),
(-0.242347, 0.842589, 'Accepted'),
(-1.704698, 0.869460, 'Rejected'),
(2.742898, 0.075498, 'Accepted'),
(3.860127, 0.032376, 'Accepted'),
(0.320840, 0.613932, 'Accepted'),
(-2.436597, 0.735680, 'Rejected'),
(-5.600044, 0.615528, 'Rejected'),
(1.377473, 0.662630, 'Accepted'),
(-3.805675, 0.951264, 'Rejected'),
(-7.288735, 0.265888, 'Rejected'),
(4.078932, 0.919386, 'Rejected'),
(-4.115434, 0.118397, 'Accepted'),
(-0.921563, 0.313066, 'Accepted'),
(3.004737, 0.872115, 'Rejected'),
(-2.252349, 0.233644, 'Accepted'),
(3.781441, 0.808058, 'Rejected'),
(-1.684680, 0.556532, 'Accepted'),
(2.934654, 0.943592, 'Rejected'),
(3.264759, 0.503703, 'Accepted'),
(-0.923113, 0.666417, 'Accepted'),
(-7.686758, 0.152966, 'Rejected'),
(-2.706274, 0.973229, 'Rejected'),
(-1.211048, 0.633767, 'Accepted'),
(-3.675673, 0.178650, 'Accepted'),
(-4.847139, 0.074143, 'Accepted'),
(5.147539, 0.494975, 'Rejected'),
(-1.121258, 0.785980, 'Accepted'),
(6.204335, 0.464680, 'Rejected'),
(-1.741072, 0.883032, 'Rejected'),
(4.305830, 0.647369, 'Rejected'),
(-1.651336, 0.903241, 'Rejected'),
(4.936226, 0.005974, 'Accepted'),
(4.081234, 0.693562, 'Rejected'),
(-1.961671, 0.585090, 'Accepted'),
(-4.543697, 0.105361, 'Accepted'),
(4.646515, 0.990320, 'Rejected'),
(7.188863, 0.229992, 'Rejected'),
(-2.758953, 0.332908, 'Accepted'),
(2.740230, 0.689383, 'Rejected'),
(-0.981680, 0.961421, 'Rejected'),
(5.336010, 0.226599, 'Rejected'),
(4.301668, 0.924241, 'Rejected'),
(-5.323943, 0.876246, 'Rejected'),
(5.791688, 0.431745, 'Rejected'),
(7.837954, 0.470887, 'Rejected'),
(0.230775, 0.562102, 'Accepted'),
(6.148496, 0.837615, 'Rejected'),
(1.408417, 0.148309, 'Accepted'),
(-5.523962, 0.639278, 'Rejected'),
(-4.802195, 0.995594, 'Rejected'),
(-1.488723, 0.639394, 'Accepted'),
(3.979291, 0.439518, 'Rejected'),
(5.209341, 0.028388, 'Accepted'),
(4.639408, 0.083151, 'Accepted'),
(-2.903612, 0.530367, 'Accepted'),
(0.545026, 0.782002, 'Accepted'),
(-6.560789, 0.736645, 'Rejected'),
(-6.212708, 0.190161, 'Rejected'),
(-5.819319, 0.261827, 'Rejected'),
(2.858437, 0.452245, 'Accepted'),
(-0.077168, 0.460027, 'Accepted'),
(-4.964633, 0.673637, 'Rejected'),
(-0.079907, 0.176953, 'Accepted'),
(-5.638268, 0.187831, 'Rejected'),
(-7.120414, 0.096487, 'Rejected'),
(5.611403, 0.323875, 'Rejected'),
(0.968952, 0.170326, 'Accepted'),
(6.873742, 0.024734, 'Accepted'),
(3.146675, 0.830643, 'Rejected'),
(1.324655, 0.244828, 'Accepted'),
(5.046355, 0.142035, 'Accepted'),
(6.064222, 0.155442, 'Rejected'),
(7.822586, 0.303011, 'Rejected'),
(-7.991642, 0.033572, 'Rejected'),
(5.847017, 0.409289, 'Rejected'),
(1.801063, 0.783124, 'Accepted'),
(7.839203, 0.443372, 'Rejected'),
(0.442881, 0.017488, 'Accepted'),
(-0.327626, 0.285784, 'Accepted'),
(4.821562, 0.951397, 'Rejected'),
(-4.354513, 0.171315, 'Accepted'),
(-0.030491, 0.094150, 'Accepted'),
(6.413640, 0.273912, 'Rejected'),
(1.194579, 0.201364, 'Accepted'),
(5.522851, 0.753116, 'Rejected'),
(3.818245, 0.800879, 'Rejected'),
(1.375793, 0.586084, 'Accepted'),
(-4.052248, 0.496995, 'Rejected'),
(2.662659, 0.590973, 'Accepted'),
(-6.664275, 0.568792, 'Rejected'),
(2.015357, 0.185098, 'Accepted'),
(2.575113, 0.901657, 'Rejected'),
(3.676030, 0.024462, 'Accepted'),
(6.252034, 0.264376, 'Rejected'),
(7.716852, 0.782515, 'Rejected'),
(4.304465, 0.599702, 'Rejected'),
(1.303144, 0.556215, 'Accepted'),
(6.853009, 0.096533, 'Rejected'),
(1.281446, 0.926787, 'Rejected'),
(-7.728273, 0.398391, 'Rejected'),
(-6.066247, 0.039903, 'Accepted'),
(5.803372, 0.585117, 'Rejected'),
(-0.251256, 0.413215, 'Accepted'),
(5.517691, 0.129533, 'Accepted'),
(-4.649519, 0.608939, 'Rejected'),
(0.836661, 0.055406, 'Accepted'),
(2.078134, 0.848296, 'Rejected'),
(-7.488144, 0.452064, 'Rejected'),
(1.835415, 0.485014, 'Accepted'),
(-2.201417, 0.067447, 'Accepted'),
(-7.207479, 0.221006, 'Rejected'),
(-0.166880, 0.644365, 'Accepted'),
(-4.919834, 0.975832, 'Rejected'),
(-6.030660, 0.949342, 'Rejected'),
(-4.712093, 0.736472, 'Rejected'),
(-5.655761, 0.420854, 'Rejected'),
